"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD202301","2023-01-01T00:00:00.000","98963615","105853691","72122711","77629386","26840904","28224305","76670406","87539859","55627743","63827926","21042663","23711933","77.5","82.7","77.1","82.2","78.4","84","9072","9628","58284","68092","67356","77720","77047544","86909928","3465052","3727781","983795","1004613","1010582","1043504","389407233","494241686","541900","586802","322760","328014","3322.8","2462.7","47.5","50.4","117.2","248718","275775","137.7","1.8","114.1","3.3","126.4","2.3","105.4811946355003","132.2179910212407","1.24","1.4737","1.4521","0.7425","1.4056","1.061","0.7452","1.4659","1.3133","1.0194","1.5641"
"SATD202302","2023-02-01T00:00:00.000","91276075","106231308","67037372","77244436","24238703","28986873","71601173","87939428","53329404","63631550","18271769","24307878","78.4","82.8","79.6","82.4","75.4","83.9","8072","9886","56730","68289","64802","78175","71976241","88401370","3441888","4198354","882732","976886","936366","1020053","364161398","500401979","527213","588036","307507","343755","2964.5","2639.1","46.8","51.7","117.6","236170","270918","139.8","1.6","115.4","1.2","128.2","1.4","105.5352967163011","130.6831988193262","1.25","1.499","1.6354","0.722","1.374","1.0742","0.7468","1.5362","1.4073","1.0474","1.57"
"SATD202303","2023-03-01T00:00:00.000","106781300","105181075","78074153","75836927","28707147","29344148","89581512","87273070","65767208","62596512","23814304","24676558","83.9","83","84.2","82.5","83","84.1","10099","9737","69709","66164","79808","75901","90024462","87806829","4265339","4025049","997107","976378","1016285","1007608","456715680","484061921","611155","573038","329790","330452","3026.4","2906.9","50.8","50.4","114.5","272758","268528","137.4","-1.7","113.9","-1.3","126.2","-1.6","105.549669185584","129.701278605558","1.28","1.4889","1.5679","0.7216","1.3573","1.0391","0.7277","1.4768","1.5502","1.0202","1.5282"
"SATD202304","2023-04-01T00:00:00.000","104338836","105806036","74335452","75674537","30003384","30131499","88145674","88457896","63426143","63524449","24719531","24933447","84.5","83.6","85.3","83.9","82.4","82.7","10012","9948","67572","67867","77584","77815","88578807","88377860","3932454","3953605","972025","985809","1005290","1022443","483637609","502282377","575920","585436","336316","338206","2428.3","2766.9","51.2","51.3","113.8","267308","270814","136.7","-0.5","115.3","1.2","126.2","0.1","105.970371893595","128.8858646720959","1.27","1.4986","1.5401","0.7286","1.3773","1.0782","0.7435","1.5114","1.4755","1.0387","1.519"
"SATD202305","2023-05-01T00:00:00.000","109788960","106566868","77821504","76204801","31967456","30362066","93560838","88820646","66743607","63410314","26817231","25410332","85.2","83.3","85.8","83.2","83.9","83.7","10361","10000","71424","67131","81785","77131","93938142","89506833","3976404","3959607","1001470","984361","1062095","1040111","498702899","482217262","627026","591565","350380","339569","2320.2","2773.8","53.1","51.1","114.1","288661","270548","137.1","0.2","116.6","1.1","126.9","0.5","105.7207015700512","129.3718229214274","1.27","1.5177","1.5424","0.7275","1.4011","1.0352","0.7513","1.5175","1.4792","1.0338","1.5231"
"SATD202306","2023-06-01T00:00:00.000","111489108","105116106","78058556","74596680","33430552","30519426","98688402","88139638","68789231","62989624","29899171","25150015","88.5","83.8","88.1","84.4","89.4","82.4","11549","9896","72483","66124","84032","76020","99170572","89238387","4013545","4004780","963487","975606","1047301","1050594","560701408","490699376","591068","583523","338989","337004","2369.1","2730.2","51.9","51.1","113.6","284123","270301","136.6","-0.3","115.9","-0.6","126.4","-0.4","105.1047386007818","129.759300153168","1.27","1.5132","1.56","0.721","1.4152","1.0534","0.7411","1.506","1.456","1.035","1.5171"
"SATD202307","2023-07-01T00:00:00.000","117336395","107273794","81986172","76444641","35350223","30829154","103663184","89568987","72267945","64282178","31395239","25286810","88.3","83.5","88.1","84.1","88.8","82","12442","10157","75379","68294","87821","78451","104221563","90129867","4010720","4028193","969374","968127","1074791","1062611","605455302","506329853","562975","592783","349178","339713","2672.4","2756.2","51.6","50.7","115","287583","270863","137.8","0.9","117.3","1.2","127.6","1","105.814430601875","130.1883483787901","1.26","1.5283","1.5691","0.7155","1.4314","1.0869","0.7528","1.5181","1.4698","1.0265","1.5358"
"SATD202308","2023-08-01T00:00:00.000","116931041","109010539","82002966","77508056","34928075","31502483","97888686","90093713","67936142","64359388","29952544","25734325","83.7","82.6","82.8","83","85.8","81.7","11580","10410","71494","68039","83074","78450","98518011","91557874","4143202","4074195","1002074","954699","1097725","1047602","581431370","507578680","612873","603043","345135","336054","2678.7","2786.3","54.7","52","114.2","288849","271249","137.2","-0.4","119.1","1.6","128","0.3","105.8379398552021","131.9369977791752","1.26","1.5525","1.587","0.7056","1.4111","1.0896","0.7658","1.5018","1.4859","1.0532","1.524"
"SATD202309","2023-09-01T00:00:00.000","107001295","109801792","75749134","77810038","31252161","31991755","87867781","92170614","61777892","65650771","26089889","26519843","82.1","83.9","81.6","84.4","83.5","82.9","9397","10581","66862","69640","76259","80220","88395156","93097598","4079004","4104199","985429","976877","1079107","1072841","541455396","542093049","631580","611137","338981","345655","2381.6","2787","50.1","50.9","113.9","273125","269771","137.5","0.2","121.1","1.6","128.9","0.7","106.0566067092927","132.8171024036508","1.26","1.5786","1.5987","0.722","1.4451","1.1637","0.7761","1.5447","1.4862","1.0296","1.521"
"SATD202310","2023-10-01T00:00:00.000","111636327","111117474","80679765","78812198","30956562","32305275","93097143","93316239","67633388","66583076","25463755","26733163","83.4","84","83.8","84.5","82.3","82.8","9587","10723","73046","70103","82633","80826","93586396","93049347","4191911","3975849","1015344","968076","1187306","1110101","560624024","538230412","659467","601130","357482","351891","2446.5","2779.8","52.4","50.8","114","280549","268783","137.4","-0.1","120.4","-0.6","128.5","-0.2","105.3071850966817","130.7189898889248","1.27","1.5778","1.5487","0.7155","1.4953","1.1554","0.7634","1.5726","1.4824","1.0275","1.5215"
"SATD202311","2023-11-01T00:00:00.000","105870525","110641466","76703195","77993275","29167330","32648191","86496249","92426577","63626451","65364683","22869798","27061894","81.7","83.5","83","83.8","78.4","82.9","9294","10651","68419","70127","77713","80778","86927352","92313965","4258804","4060304","963085","973288","1090452","1105300","540470296","540203619","614818","614116","352471","347110","2831.2","2742.2","51.2","50.6","113.7","260292","270657","137.2","-0.2","120.6","0.2","128.5","-0.1","105.6240980443707","130.6502977118692","1.27","1.5653","1.5816","0.7193","1.4889","1.1596","0.7799","1.5512","1.4623","1.0233","1.5178"
"SATD202312","2023-12-01T00:00:00.000","111725985","111194068","78923222","78243042","32802763","32951026","90668489","92588408","64453871","65499228","26214618","27089180","81.2","83.3","81.7","83.7","79.9","82.2","10775","10794","67924","70314","78699","81108","91018522","92634090","4339924","4044578","972658","972836","1090131","1120501","546229193","547855588","587109","632284","353311","346010","3177.7","2663","48.7","49.2","115.9","258680","270471","138.4","0.9","122.1","1.2","129.7","1","105.3613898379774","131.1860522319465","1.28","1.5707","1.5755","0.719","1.5093","1.1761","0.803","1.5463","1.4201","0.9964","1.5474"
"SATD202401","2024-01-01T00:00:00.000","103399738","111199255","71937750","77940194","31461988","33259061","81030799","92862380","56824651","65417846","24206148","27444533","78.4","83.5","79","83.9","76.9","82.5","10249","10941","59808","69829","70057","80770","81377737","92353714","3692095","3966917","898757","923367","1060637","1099239","439635174","542559950","597262","627488","329051","336171","3730.9","2747.3","45.5","48.8","112.1","246434","271864","134.7","-2.7","121.5","-0.5","127.3","-1.9","104.1829500172702","129.8826793061318","1.3","1.566","1.5453","0.6824","1.4807","1.1647","0.7969","1.5023","1.4651","0.9872","1.4968"
"SATD202402","2024-02-01T00:00:00.000","99790070","112141118","70580362","78544852","29209708","33596265","78689647","93397886","57070731","65606353","21618916","27791533","78.9","83.3","80.9","83.5","74","82.7","9399","11053","60997","70734","70396","81788","79060650","93580289","3435783","4039000","915598","958250","1080697","1137971","439686101","559227052","605514","627387","318443","345974","2976.7","2596.4","47.1","52","110.8","241014","274374","134.6","0","122.6","0.9","127.6","0.3","105.4597385920707","130.5022427283126","1.3","1.5868","1.5733","0.7082","1.5329","1.2005","0.7968","1.5461","1.3846","1.053","1.4792"
"SATD202403","2024-03-01T00:00:00.000","115006388","113062095","81539772","79265761","33466616","33796334","96770276","93502351","69049381","65600546","27720895","27901805","84.1","82.7","84.7","82.8","82.8","82.6","11619","10994","73231","69995","84850","80989","97235459","93950043","4166037","4019793","959569","935732","1131742","1128605","564609985","574879566","648174","641507","352542","352907","2805.9","2700.3","52.4","51.7","113.3","274585","272046","136.6","1.5","123.9","1.1","129.3","1.3","105.2461021022291","131.248742179939","1.29","1.593","1.5658","0.6916","1.5203","1.2341","0.8147","1.5771","1.44","1.046","1.5128"
"SATD202404","2024-04-01T00:00:00.000","112036635","113153534","78919750","79875392","33116885","33278142","92096174","93554868","65739107","66318007","26357067","27236861","82.2","82.7","83.3","83","79.6","81.8","10653","10812","70584","70450","81237","81262","92514913","93805974","3928291","3842622","910377","925263","1091151","1093919","536799470","569173704","660431","637986","342904","344977","2403.4","2748.1","47.9","48.2","113.4","273208","273397","135.4","-0.9","123.5","-0.3","128.4","-0.7","105.0799974215161","132.3631560426558","1.3","1.5906","1.4968","0.6838","1.4735","1.2218","0.8102","1.5417","1.4655","0.9751","1.5136"
"SATD202405","2024-05-01T00:00:00.000","117109144","113542045","82229753","80359458","34879391","33182586","99370613","93591253","70516306","66482980","28854307","27108273","84.9","82.4","85.8","82.7","82.7","81.7","11256","10770","75825","70394","87081","81164","99761138","94696454","4203544","4204968","939871","925116","1139363","1121034","583499606","562369407","683443","643714","362810","351055","2339.7","2787","54.7","52.6","111.7","292503","273297","136.1","0.5","124.6","0.9","129.3","0.7","105.7194696441126","131.2340700644514","1.3","1.6057","1.638","0.6837","1.5101","1.2072","0.8175","1.5688","1.4863","1.064","1.4915"
"SATD202406","2024-06-01T00:00:00.000","120478746","113734600","83890874","80569682","36587872","33164918","105399026","94847465","73080503","67709110","32318523","27138355","87.5","83.4","87.1","84","88.3","81.8","12547","10824","77180","72324","89727","83148","105774439","95896336","4077517","4126039","943512","955157","1141889","1146798","602324829","545499915","625612","654085","348099","346812","2437.1","2797.8","53.1","52","114.9","283075","272998","138.7","1.9","126.3","1.3","131.5","1.7","106.0004514185943","131.5532997286966","1.32","1.626","1.6072","0.7059","1.5448","1.171","0.8307","1.5499","1.492","1.0532","1.5335"
"SATD202407","2024-07-01T00:00:00.000","123652810","113103473","86030242","80037714","37622568","33065759","108410311","93803594","75257470","66849521","33152841","26954073","87.7","82.9","87.5","83.5","88.1","81.5","13005","10744","78799","70792","91804","81535","108804143","95070914","4089694","4069613","951240","949984","1167756","1153889","628055860","530342573","627131","625030","363357","353174","2752.5","2827.5","52.2","51.3","113.5","291078","272208","137.6","-0.8","123.6","-2.1","129.8","-1.2","105.2467180651984","132.7895366109165","1.31","1.612","1.5853","0.7021","1.5543","1.1385","0.7938","1.5783","1.5079","1.0385","1.5154"
"SATD202408","2024-08-01T00:00:00.000","119339703","111683177","83172791","79023853","36166912","32659324","101891361","93738172","70612934","66931835","31278427","26806337","85.4","83.9","84.9","84.7","86.5","82.1","12002","10666","74814","71250","86816","81916","102236869","94832787","4209629","4156838","1009329","962871","1251195","1188711","626221873","551901280","644081","647744","359638","350068","2721.9","2824.4","55","52","114.8","292112","273244","139.1","1.1","125","1.1","131.3","1.1","105.760431181569","131.9970200698063","1.33","1.608","1.6192","0.7116","1.6012","1.1848","0.8226","1.5644","1.5062","1.0532","1.5326"
"SATD202409","2024-09-01T00:00:00.000","108828909","111601666","76988138","78900672","31840771","32700994","89211577","93613081","62722315","66520235","26489262","27092846","82","83.9","81.5","84.3","83.2","82.9","9490","10660","68006","70868","77496","81528","89581221","94096773","4054185","4077236","978585","968884","1191711","1196426","547999418","548673809","677251","659818","341259","347836","2423","2829.1","50.3","51","112.9","272882","272116","137.5","-1.2","125.2","0.1","130.3","-0.7","105.3249453622956","131.8002803394045","1.33","1.5955","1.5882","0.7161","1.6116","1.1778","0.8379","1.5544","1.5087","1.0326","1.5079"
"SATD202410","2024-10-01T00:00:00.000","112636184","112126632","80863595","78916937","31772589","33209694","93746769","93695563","67289994","65932259","26456775","27763303","83.2","83.6","83.2","83.5","83.3","83.6","9761","10940","73066","70044","82827","80984","94244139","93792114","4501213","4239106","998335","950312","1253222","1169309","583218878","559410763","735159","662202","355844","350096","2436.3","2775.3","53.6","52","113.6","288158","274773","138","0.4","125.1","0","130.6","0.2","104.9331929138403","131.3198797095758","1.32","1.5904","1.6513","0.7023","1.5751","1.2009","0.841","1.5645","1.48","1.053","1.5163"
"SATD202411","2024-11-01T00:00:00.000","107091855","112116418","77555944","79089911","29535911","33026508","86241489","95447759","62674519","67443209","23566970","28004550","80.5","85.1","80.8","85.3","79.8","84.8","9375","10878","67695","71967","77070","82844","86650258","94827731","4443575","4157183","933487","943570","1210315","1214054","547052186","565921380","643954","655837","353734","348435","2716.1","2634.2","51.3","50.9","112.9","261100","272787","136.7","-0.9","125.6","0.4","130","-0.5","104.6626825098362","131.9890170977222","1.31","1.6079","1.6194","0.6973","1.6354","1.2149","0.8329","1.5571","1.4048","1.0296","1.5075"
"SATD202412","2024-12-01T00:00:00.000","114680882","113704553","81395327","80218354","33285555","33486199","96534968","95540327","68684656","66838156","27850312","28702171","84.2","84","84.4","83.3","83.7","85.7","11239","11201","72100","71669","83339","82869","96895878","95747231","4449632","4211006","953255","951640","1188021","1219738","633887303","616087783","624004","655264","352712","345932","3361.4","2829.7","49.2","50","112.5","262979","274459","137.1","0.3","126.4","0.7","130.6","0.4","105.7861989657835","132.5252162273597","1.29","1.6235","1.6403","0.7033","1.643","1.3225","0.8322","1.5459","1.509","1.0113","1.5016"
"SATD202501","2025-01-01T00:00:00.000","105222716","113427680","73788507","80124182","31434209","33303498","83019700","94170558","57644680","65581213","25375020","28589345","78.9","83","78.1","81.8","80.7","85.8","10356","11100","60384","69815","70740","80915","83378322","93990117","3813351","4108642","908868","934689","1192532","1204539","493762438","590447270","620762","648574","341004","348768","3931.1","2886","46.7","50.2","112.6","251155","274996","137","-0.1","124.4","-1.6","129.7","-0.6","105.6176304331934","133.0111744766913","1.31","1.5937","1.6005","0.6908","1.6225","1.2675","0.8237","1.5586","1.5391","1.0168","1.5027"
